Date,High,Low,Open,Close,returns
2014-01-02,29.459,29.459,29.459,29.459,
2014-01-03,29.6,29.6,29.6,29.6,0.47863722
2014-01-06,29.6,29.6,29.6,29.6,0.0
2014-01-07,27.75,27.75,27.75,27.75,-6.25
2014-01-08,27.0,27.0,27.0,27.0,-2.702701
2014-01-09,27.25,27.25,27.25,27.25,0.9259224
2014-01-10,27.5,27.5,27.5,27.5,0.9174347
2014-01-13,27.525,27.525,27.525,27.525,0.090909004
2014-01-16,26.94,26.94,26.94,26.94,-2.1253347
2014-01-17,27.89,27.89,27.89,27.89,3.5263538
2014-01-20,27.835,27.835,27.835,27.835,-0.19720197
2014-01-21,28.285,28.285,28.285,28.285,1.6166687
2014-01-22,28.63,28.63,28.63,28.63,1.2197256
2014-01-23,28.375,28.375,28.375,28.375,-0.8906722
2014-01-24,27.925,27.925,27.925,27.925,-1.5859067
2014-01-27,28.174,28.174,28.174,28.174,0.89167356
2014-01-28,27.924,27.924,27.924,27.924,-0.8873403
2014-01-29,28.424,28.424,28.424,28.424,1.7905712
2014-01-30,29.924,29.924,29.924,29.924,5.2772284
2014-01-31,28.924,28.924,28.924,28.924,-3.3418
2014-02-03,30.673,30.673,30.673,30.673,6.0468793
2014-02-04,30.921,30.921,30.921,30.921,0.8085251
2014-02-05,30.421,30.421,30.421,30.421,-1.6170263
2014-02-06,31.171,31.171,31.171,31.171,2.465403
2014-02-07,31.171,31.171,31.171,31.171,0.0
2014-02-10,31.17,31.17,31.17,31.17,-0.00320673
2014-02-11,31.219,31.219,31.219,31.219,0.15720129
2014-02-12,31.057,31.057,31.057,31.057,-0.51891804
2014-02-13,31.106,31.106,31.106,31.106,0.15778542
2014-02-14,31.155,31.155,31.155,31.155,0.15752316
2014-02-17,31.15,31.15,31.15,31.15,-0.01605153
2014-02-20,31.03,31.03,31.03,31.03,-0.38523078
2014-02-21,31.43,31.43,31.43,31.43,1.2890697
2014-02-24,31.176,31.176,31.176,31.176,-0.8081436
2014-02-25,31.42,31.42,31.42,31.42,0.78265667
2014-02-26,31.17,31.17,31.17,31.17,-0.7956743
2014-02-27,31.17,31.17,31.17,31.17,0.0
2014-02-28,31.3185,31.3185,31.3185,31.3185,0.47641993
2014-03-03,30.91,30.91,30.91,30.91,-1.3043404
2014-03-04,31.1585,31.1585,31.1585,31.1585,0.80394745
2014-03-05,31.15,31.15,31.15,31.15,-0.027281046
2014-03-06,30.9,30.9,30.9,30.9,-0.8025706
2014-03-07,30.6,30.6,30.6,30.6,-0.97087026
2014-03-10,30.795,30.795,30.795,30.795,0.6372571
2014-03-11,31.03,31.03,31.03,31.03,0.76311827
2014-03-12,30.379,30.379,30.379,30.379,-2.0979702
2014-03-13,30.375,30.375,30.375,30.375,-0.013166666
2014-03-14,30.875,30.875,30.875,30.875,1.6460896
2014-03-17,30.37,30.37,30.37,30.37,-1.635623
2014-03-20,29.91,29.91,29.91,29.91,-1.5146554
2014-03-21,30.91,30.91,30.91,30.91,3.3433676
2014-03-24,30.404,30.404,30.404,30.404,-1.6370118
2014-03-25,30.402,30.402,30.402,30.402,-0.0065743923
2014-03-26,30.4,30.4,30.4,30.4,-0.006580353
2014-03-27,30.398,30.398,30.398,30.398,-0.0065743923
2014-03-28,31.398,31.398,31.398,31.398,3.2896876
2014-03-31,31.393,31.393,31.393,31.393,-0.015926361
2014-04-01,30.5915,30.5915,30.5915,30.5915,-2.5531173
2014-04-02,29.89,29.89,29.89,29.89,-2.2931218
2014-04-03,29.889,29.889,29.889,29.889,-0.0033438206
2014-04-04,29.8835,29.8835,29.8835,29.8835,-0.018405914
2014-04-07,29.634,29.634,29.634,29.634,-0.8349061
2014-04-08,29.3825,29.3825,29.3825,29.3825,-0.84869266
2014-04-09,29.381,29.381,29.381,29.381,-0.0051021576
2014-04-10,29.38,29.38,29.38,29.38,-0.0034093857
2014-04-11,29.379,29.379,29.379,29.379,-0.0034034252
2014-04-14,29.375,29.375,29.375,29.375,-0.013613701
2014-04-17,29.417,29.417,29.417,29.417,0.14297962
2014-04-22,29.911,29.911,29.911,29.911,1.6793013
2014-04-23,30.41,30.41,30.41,30.41,1.6682863
2014-04-24,30.409,30.409,30.409,30.409,-0.003284216
2014-04-25,30.4,30.4,30.4,30.4,-0.029599667
2014-04-28,29.897,29.897,29.897,29.897,-1.654607
2014-04-29,29.896,29.896,29.896,29.896,-0.0033438206
2014-04-30,29.895,29.895,29.895,29.895,-0.0033438206
2014-05-01,29.903,29.903,29.903,29.903,0.026762486
2014-05-02,29.603,29.603,29.603,29.603,-1.0032415
2014-05-06,29.897,29.897,29.897,29.897,0.9931326
2014-05-07,29.896,29.896,29.896,29.896,-0.0033438206
2014-05-08,29.81,29.81,29.81,29.81,-0.28766394
2014-05-09,29.76,29.76,29.76,29.76,-0.16772747
2014-05-12,29.705,29.705,29.705,29.705,-0.18481016
2014-05-13,29.704,29.704,29.704,29.704,-0.003361702
2014-05-14,29.723,29.723,29.723,29.723,0.063955784
2014-05-15,29.922,29.922,29.922,29.922,0.66951513
2014-05-16,29.96,29.96,29.96,29.96,0.12699366
2014-05-19,30.06,30.06,30.06,30.06,0.3337741
2014-05-22,30.078,30.078,30.078,30.078,0.059878826
2014-05-23,30.08,30.08,30.08,30.08,0.0066518784
2014-05-27,30.48,30.48,30.48,30.48,1.3297915
2014-05-28,30.479,30.479,30.479,30.479,-0.0032782555
2014-05-29,30.478,30.478,30.478,30.478,-0.0032782555
2014-05-30,30.478,30.478,30.478,30.478,0.0
2014-06-02,30.825,30.825,30.825,30.825,1.1385322
